"YEAR","START_DATE","END_DATE","AGE_GROUP","FINES","ARRESTS","CHARGES"
2023,"2023-10-01","2023-10-31","40-64",21,0,0
2023,"2023-10-01","2023-10-31","40-64",40,0,0
2023,"2023-10-01","2023-10-31","40-64",47,0,0
2023,"2023-10-01","2023-10-31","40-64",64,0,0
2023,"2023-10-01","2023-10-31","40-64",101,0,0
2023,"2023-10-01","2023-10-31","40-64",110,0,0
2023,"2023-10-01","2023-10-31","40-64",136,0,0
2023,"2023-10-01","2023-10-31","40-64",175,0,0
2023,"2023-10-01","2023-10-31","40-64",225,0,5
2023,"2023-10-01","2023-10-31","40-64",425,0,0
2023,"2023-10-01","2023-10-31","40-64",1753,0,0
2023,"2023-10-01","2023-10-31","65 and over",1,0,0
2023,"2023-10-01","2023-10-31","65 and over",1,0,0
2023,"2023-10-01","2023-10-31","65 and over",2,0,0
2023,"2023-10-01","2023-10-31","65 and over",3,0,0
2023,"2023-10-01","2023-10-31","65 and over",5,0,0
2023,"2023-10-01","2023-10-31","65 and over",5,0,0
2023,"2023-10-01","2023-10-31","65 and over",6,0,0
2023,"2023-10-01","2023-10-31","65 and over",10,0,0
2023,"2023-10-01","2023-10-31","65 and over",15,0,0
2023,"2023-10-01","2023-10-31","65 and over",16,0,0
2023,"2023-10-01","2023-10-31","65 and over",27,0,0
2023,"2023-10-01","2023-10-31","65 and over",33,0,0
2023,"2023-10-01","2023-10-31","65 and over",39,0,0
2023,"2023-10-01","2023-10-31","65 and over",255,0,0
2023,"2023-11-01","2023-11-30","0-16",0,0,0
2023,"2023-11-01","2023-11-30","0-16",1,0,0
2023,"2023-11-01","2023-11-30","0-16",1,0,0
2023,"2023-11-01","2023-11-30","0-16",3,0,0
2023,"2023-11-01","2023-11-30","17-25",1,0,0
2023,"2023-11-01","2023-11-30","17-25",4,0,1
2023,"2023-11-01","2023-11-30","17-25",4,0,1
2023,"2023-11-01","2023-11-30","17-25",5,0,0
2023,"2023-11-01","2023-11-30","17-25",6,0,0
2023,"2023-11-01","2023-11-30","17-25",11,0,0
2023,"2023-11-01","2023-11-30","17-25",29,0,0
2023,"2023-11-01","2023-11-30","17-25",30,0,0
2023,"2023-11-01","2023-11-30","17-25",34,0,6
2023,"2023-11-01","2023-11-30","17-25",37,0,0
2023,"2023-11-01","2023-11-30","17-25",53,0,0
2023,"2023-11-01","2023-11-30","17-25",57,0,0
2023,"2023-11-01","2023-11-30","17-25",104,0,0
2023,"2023-11-01","2023-11-30","17-25",220,0,0
2023,"2023-11-01","2023-11-30","17-25",237,0,5
2023,"2023-11-01","2023-11-30","17-25",291,0,0
2023,"2023-11-01","2023-11-30","26-39",3,0,0
2023,"2023-11-01","2023-11-30","26-39",6,0,0
2023,"2023-11-01","2023-11-30","26-39",7,0,0
2023,"2023-11-01","2023-11-30","26-39",7,1,1
2023,"2023-11-01","2023-11-30","26-39",9,0,0
2023,"2023-11-01","2023-11-30","26-39",26,0,0
2023,"2023-11-01","2023-11-30","26-39",61,0,0
2023,"2023-11-01","2023-11-30","26-39",67,0,0
2023,"2023-11-01","2023-11-30","26-39",69,0,2
2023,"2023-11-01","2023-11-30","26-39",76,0,0
2023,"2023-11-01","2023-11-30","26-39",108,0,0
2023,"2023-11-01","2023-11-30","26-39",132,0,0
2023,"2023-11-01","2023-11-30","26-39",177,0,0
2023,"2023-11-01","2023-11-30","26-39",213,0,0
2023,"2023-11-01","2023-11-30","26-39",302,0,2
2023,"2023-11-01","2023-11-30","26-39",681,0,0
2023,"2023-11-01","2023-11-30","26-39",1366,0,0
2023,"2023-11-01","2023-11-30","40-64",2,0,0
2023,"2023-11-01","2023-11-30","40-64",3,0,0
2023,"2023-11-01","2023-11-30","40-64",5,0,0
2023,"2023-11-01","2023-11-30","40-64",6,0,0
2023,"2023-11-01","2023-11-30","40-64",8,0,0
2023,"2023-11-01","2023-11-30","40-64",18,0,0
2023,"2023-11-01","2023-11-30","40-64",39,0,0
2023,"2023-11-01","2023-11-30","40-64",50,0,1
2023,"2023-11-01","2023-11-30","40-64",59,0,0
2023,"2023-11-01","2023-11-30","40-64",77,0,0
2023,"2023-11-01","2023-11-30","40-64",90,0,0
2023,"2023-11-01","2023-11-30","40-64",139,0,0
2023,"2023-11-01","2023-11-30","40-64",146,0,0
2023,"2023-11-01","2023-11-30","40-64",237,0,2
2023,"2023-11-01","2023-11-30","40-64",262,0,0
2023,"2023-11-01","2023-11-30","40-64",523,0,0
2023,"2023-11-01","2023-11-30","40-64",1654,0,0
2023,"2023-11-01","2023-11-30","65 and over",1,0,0
2023,"2023-11-01","2023-11-30","65 and over",1,0,0
2023,"2023-11-01","2023-11-30","65 and over",5,0,0
2023,"2023-11-01","2023-11-30","65 and over",5,0,0
2023,"2023-11-01","2023-11-30","65 and over",6,0,0
2023,"2023-11-01","2023-11-30","65 and over",6,0,0
2023,"2023-11-01","2023-11-30","65 and over",21,0,0
2023,"2023-11-01","2023-11-30","65 and over",21,0,0
2023,"2023-11-01","2023-11-30","65 and over",28,0,0
2023,"2023-11-01","2023-11-30","65 and over",48,0,0
2023,"2023-11-01","2023-11-30","65 and over",50,0,0
2023,"2023-11-01","2023-11-30","65 and over",247,0,0
2023,"2023-12-01","2023-12-31","0-16",0,0,0
2023,"2023-12-01","2023-12-31","0-16",1,0,0
2023,"2023-12-01","2023-12-31","0-16",2,0,0
2023,"2023-12-01","2023-12-31","17-25",1,0,0
2023,"2023-12-01","2023-12-31","17-25",1,0,0
2023,"2023-12-01","2023-12-31","17-25",4,0,0
2023,"2023-12-01","2023-12-31","17-25",6,0,0
2023,"2023-12-01","2023-12-31","17-25",6,0,1
2023,"2023-12-01","2023-12-31","17-25",10,0,0
2023,"2023-12-01","2023-12-31","17-25",11,0,0
2023,"2023-12-01","2023-12-31","17-25",23,0,0
2023,"2023-12-01","2023-12-31","17-25",33,0,0
2023,"2023-12-01","2023-12-31","17-25",35,0,0
2023,"2023-12-01","2023-12-31","17-25",37,0,0
2023,"2023-12-01","2023-12-31","17-25",48,0,1
2023,"2023-12-01","2023-12-31","17-25",104,0,0
2023,"2023-12-01","2023-12-31","17-25",114,0,0
2023,"2023-12-01","2023-12-31","17-25",220,0,0
2023,"2023-12-01","2023-12-31","17-25",259,0,0
2023,"2023-12-01","2023-12-31","17-25",340,0,9
2023,"2023-12-01","2023-12-31","26-39",3,0,0
2023,"2023-12-01","2023-12-31","26-39",8,0,0
2023,"2023-12-01","2023-12-31","26-39",8,0,0
2023,"2023-12-01","2023-12-31","26-39",9,0,0
2023,"2023-12-01","2023-12-31","26-39",12,0,1
2023,"2023-12-01","2023-12-31","26-39",54,0,2
2023,"2023-12-01","2023-12-31","26-39",55,0,0
2023,"2023-12-01","2023-12-31","26-39",57,0,0
2023,"2023-12-01","2023-12-31","26-39",57,0,1
2023,"2023-12-01","2023-12-31","26-39",78,0,0
2023,"2023-12-01","2023-12-31","26-39",81,0,0
2023,"2023-12-01","2023-12-31","26-39",158,0,0
2023,"2023-12-01","2023-12-31","26-39",338,0,0
2023,"2023-12-01","2023-12-31","26-39",462,0,0
2023,"2023-12-01","2023-12-31","26-39",718,0,0
2023,"2023-12-01","2023-12-31","26-39",1102,0,0
2023,"2023-12-01","2023-12-31","40-64",1,0,0
2023,"2023-12-01","2023-12-31","40-64",2,0,0
2023,"2023-12-01","2023-12-31","40-64",6,0,0
2023,"2023-12-01","2023-12-31","40-64",7,0,0
2023,"2023-12-01","2023-12-31","40-64",10,0,0
2023,"2023-12-01","2023-12-31","40-64",26,0,1
2023,"2023-12-01","2023-12-31","40-64",30,0,0
2023,"2023-12-01","2023-12-31","40-64",38,0,0
2023,"2023-12-01","2023-12-31","40-64",48,0,0
2023,"2023-12-01","2023-12-31","40-64",55,0,0
2023,"2023-12-01","2023-12-31","40-64",70,0,0
2023,"2023-12-01","2023-12-31","40-64",120,0,0
2023,"2023-12-01","2023-12-31","40-64",223,0,6
2023,"2023-12-01","2023-12-31","40-64",547,0,0
2023,"2023-12-01","2023-12-31","40-64",552,0,0
2023,"2023-12-01","2023-12-31","40-64",1417,0,0
2023,"2023-12-01","2023-12-31","65 and over",1,0,0
2023,"2023-12-01","2023-12-31","65 and over",1,0,0
2023,"2023-12-01","2023-12-31","65 and over",1,1,1
2023,"2023-12-01","2023-12-31","65 and over",2,0,0
2023,"2023-12-01","2023-12-31","65 and over",3,0,0
2023,"2023-12-01","2023-12-31","65 and over",5,0,0
2023,"2023-12-01","2023-12-31","65 and over",5,0,0
2023,"2023-12-01","2023-12-31","65 and over",6,0,0
2023,"2023-12-01","2023-12-31","65 and over",7,0,0
2023,"2023-12-01","2023-12-31","65 and over",12,0,0
2023,"2023-12-01","2023-12-31","65 and over",21,0,0
2023,"2023-12-01","2023-12-31","65 and over",29,0,1
2023,"2023-12-01","2023-12-31","65 and over",48,0,0
2023,"2023-12-01","2023-12-31","65 and over",95,0,0
2023,"2023-12-01","2023-12-31","65 and over",196,0,0
