"YEAR","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2023,"mobile_phone_use","Police issued",55,0,1
2023,"mobile_phone_use","Police issued",55,0,2
2023,"mobile_phone_use","Police issued",56,0,0
2023,"mobile_phone_use","Police issued",57,0,0
2023,"mobile_phone_use","Police issued",57,0,1
2023,"mobile_phone_use","Police issued",59,0,0
2023,"mobile_phone_use","Police issued",59,0,0
2023,"mobile_phone_use","Police issued",60,0,0
2023,"mobile_phone_use","Police issued",60,0,0
2023,"mobile_phone_use","Police issued",61,0,0
2023,"mobile_phone_use","Police issued",61,0,0
2023,"mobile_phone_use","Police issued",62,0,0
2023,"mobile_phone_use","Police issued",62,0,1
2023,"mobile_phone_use","Police issued",63,0,0
2023,"mobile_phone_use","Police issued",63,0,4
2023,"mobile_phone_use","Police issued",64,0,0
2023,"mobile_phone_use","Police issued",65,0,0
2023,"mobile_phone_use","Police issued",67,0,0
2023,"mobile_phone_use","Police issued",68,0,0
2023,"mobile_phone_use","Police issued",68,0,1
2023,"mobile_phone_use","Police issued",69,0,0
2023,"mobile_phone_use","Police issued",69,0,2
2023,"mobile_phone_use","Police issued",70,0,0
2023,"mobile_phone_use","Police issued",70,0,1
2023,"mobile_phone_use","Police issued",71,0,0
2023,"mobile_phone_use","Police issued",72,0,0
2023,"mobile_phone_use","Police issued",74,0,0
2023,"mobile_phone_use","Police issued",76,0,0
2023,"mobile_phone_use","Police issued",78,0,0
2023,"mobile_phone_use","Police issued",81,0,0
2023,"mobile_phone_use","Police issued",87,0,0
2023,"mobile_phone_use","Police issued",90,0,0
2023,"mobile_phone_use","Police issued",92,0,0
2023,"mobile_phone_use","Police issued",93,0,0
2023,"mobile_phone_use","Police issued",96,0,0
2023,"mobile_phone_use","Police issued",101,0,0
2023,"mobile_phone_use","Police issued",102,0,0
2023,"mobile_phone_use","Police issued",103,0,0
2023,"mobile_phone_use","Police issued",104,0,0
2023,"mobile_phone_use","Police issued",105,0,0
2023,"mobile_phone_use","Police issued",106,0,0
2023,"mobile_phone_use","Police issued",107,0,0
2023,"mobile_phone_use","Police issued",108,0,0
2023,"mobile_phone_use","Police issued",109,0,0
2023,"mobile_phone_use","Police issued",115,0,0
2023,"mobile_phone_use","Police issued",117,0,0
2023,"mobile_phone_use","Police issued",120,0,0
2023,"mobile_phone_use","Police issued",121,0,0
2023,"mobile_phone_use","Police issued",122,0,0
2023,"mobile_phone_use","Police issued",123,0,0
2023,"mobile_phone_use","Police issued",124,0,0
2023,"mobile_phone_use","Police issued",125,0,0
2023,"mobile_phone_use","Police issued",131,0,0
2023,"mobile_phone_use","Police issued",135,0,0
2023,"mobile_phone_use","Police issued",136,0,0
2023,"mobile_phone_use","Police issued",139,0,0
2023,"mobile_phone_use","Police issued",146,0,0
2023,"mobile_phone_use","Police issued",148,0,0
2023,"mobile_phone_use","Police issued",150,0,0
2023,"mobile_phone_use","Police issued",153,0,0
2023,"mobile_phone_use","Police issued",155,0,0
2023,"mobile_phone_use","Police issued",158,0,0
2023,"mobile_phone_use","Police issued",166,0,0
2023,"mobile_phone_use","Police issued",169,0,0
2023,"mobile_phone_use","Police issued",171,0,0
2023,"mobile_phone_use","Police issued",177,0,0
2023,"mobile_phone_use","Police issued",178,0,0
2023,"mobile_phone_use","Police issued",182,0,0
2023,"mobile_phone_use","Police issued",184,0,0
2023,"mobile_phone_use","Police issued",187,0,0
2023,"mobile_phone_use","Police issued",194,0,0
2023,"mobile_phone_use","Police issued",195,0,4
2023,"mobile_phone_use","Police issued",196,0,0
2023,"mobile_phone_use","Police issued",198,0,0
2023,"mobile_phone_use","Police issued",200,0,4
2023,"mobile_phone_use","Police issued",216,0,0
2023,"mobile_phone_use","Police issued",223,0,6
2023,"mobile_phone_use","Police issued",225,0,5
2023,"mobile_phone_use","Police issued",227,0,3
2023,"mobile_phone_use","Police issued",228,0,0
2023,"mobile_phone_use","Police issued",232,0,0
2023,"mobile_phone_use","Police issued",237,0,2
2023,"mobile_phone_use","Police issued",237,0,5
2023,"mobile_phone_use","Police issued",239,0,0
2023,"mobile_phone_use","Police issued",246,0,0
2023,"mobile_phone_use","Police issued",248,0,0
2023,"mobile_phone_use","Police issued",252,0,0
2023,"mobile_phone_use","Police issued",253,0,3
2023,"mobile_phone_use","Police issued",256,0,0
2023,"mobile_phone_use","Police issued",257,0,2
2023,"mobile_phone_use","Police issued",257,0,5
2023,"mobile_phone_use","Police issued",259,0,0
2023,"mobile_phone_use","Police issued",260,0,2
2023,"mobile_phone_use","Police issued",264,0,1
2023,"mobile_phone_use","Police issued",267,0,2
2023,"mobile_phone_use","Police issued",270,0,5
2023,"mobile_phone_use","Police issued",278,0,3
2023,"mobile_phone_use","Police issued",283,0,3
2023,"mobile_phone_use","Police issued",290,0,12
2023,"mobile_phone_use","Police issued",291,0,0
2023,"mobile_phone_use","Police issued",298,0,0
2023,"mobile_phone_use","Police issued",298,0,2
2023,"mobile_phone_use","Police issued",298,0,8
2023,"mobile_phone_use","Police issued",302,0,2
2023,"mobile_phone_use","Police issued",303,0,4
2023,"mobile_phone_use","Police issued",308,0,0
2023,"mobile_phone_use","Police issued",309,0,0
2023,"mobile_phone_use","Police issued",316,0,6
2023,"mobile_phone_use","Police issued",330,0,6
2023,"mobile_phone_use","Police issued",333,0,4
2023,"mobile_phone_use","Police issued",335,0,6
2023,"mobile_phone_use","Police issued",336,0,7
2023,"mobile_phone_use","Police issued",338,0,0
2023,"mobile_phone_use","Police issued",338,0,1
2023,"mobile_phone_use","Police issued",340,0,9
2023,"mobile_phone_use","Police issued",348,0,2
2023,"mobile_phone_use","Police issued",356,0,3
2023,"mobile_phone_use","Police issued",368,0,0
2023,"mobile_phone_use","Police issued",381,0,0
2023,"mobile_phone_use","Police issued",384,0,6
2023,"mobile_phone_use","Police issued",401,0,7
2023,"mobile_phone_use","Police issued",405,0,0
2023,"mobile_phone_use","Police issued",405,0,5
2023,"mobile_phone_use","Police issued",406,0,0
2023,"mobile_phone_use","Police issued",412,0,0
2023,"mobile_phone_use","Police issued",423,0,10
2023,"mobile_phone_use","Police issued",425,0,0
2023,"mobile_phone_use","Police issued",445,0,0
2023,"mobile_phone_use","Police issued",455,0,0
2023,"mobile_phone_use","Police issued",465,0,0
2023,"mobile_phone_use","Police issued",518,0,0
2023,"mobile_phone_use","Police issued",520,0,0
2023,"mobile_phone_use","Police issued",523,0,0
2023,"mobile_phone_use","Police issued",536,0,0
2023,"mobile_phone_use","Police issued",546,0,0
2023,"mobile_phone_use","Police issued",547,0,0
2023,"mobile_phone_use","Police issued",565,0,0
2023,"mobile_phone_use","Police issued",586,0,0
2023,"mobile_phone_use","Police issued",608,0,0
2023,"mobile_phone_use","Police issued",646,0,0
2023,"mobile_phone_use","Police issued",654,0,0
2023,"mobile_phone_use","Police issued",681,0,0
2023,"mobile_phone_use","Police issued",686,0,0
2023,"mobile_phone_use","Police issued",718,0,0
2023,"mobile_phone_use","Police issued",3079,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",1,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",2,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",8,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",10,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",12,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",27,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",39,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",52,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",56,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",59,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",60,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",63,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",65,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",67,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",82,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",94,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",131,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",146,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",147,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",170,0,0
2023,"non_wearing_seatbelts","Fixed or mobile camera",33366,0,0
2023,"non_wearing_seatbelts","Mobile camera",1,0,0
2023,"non_wearing_seatbelts","Mobile camera",4,0,0
2023,"non_wearing_seatbelts","Mobile camera",5,0,0
2023,"non_wearing_seatbelts","Mobile camera",7,0,0
2023,"non_wearing_seatbelts","Mobile camera",8,0,0
2023,"non_wearing_seatbelts","Mobile camera",9,0,0
2023,"non_wearing_seatbelts","Mobile camera",11,0,0
2023,"non_wearing_seatbelts","Mobile camera",13,0,0
2023,"non_wearing_seatbelts","Mobile camera",16,0,0
2023,"non_wearing_seatbelts","Mobile camera",18,0,0
2023,"non_wearing_seatbelts","Mobile camera",22,0,0
2023,"non_wearing_seatbelts","Mobile camera",40,0,0
2023,"non_wearing_seatbelts","Mobile camera",42,0,0
2023,"non_wearing_seatbelts","Mobile camera",48,0,0
2023,"non_wearing_seatbelts","Mobile camera",97,0,0
2023,"non_wearing_seatbelts","Mobile camera",102,0,0
2023,"non_wearing_seatbelts","Mobile camera",103,0,0
2023,"non_wearing_seatbelts","Mobile camera",104,0,0
2023,"non_wearing_seatbelts","Mobile camera",124,0,0
2023,"non_wearing_seatbelts","Mobile camera",136,0,0
2023,"non_wearing_seatbelts","Mobile camera",146,0,0
2023,"non_wearing_seatbelts","Mobile camera",149,0,0
2023,"non_wearing_seatbelts","Mobile camera",158,0,0
2023,"non_wearing_seatbelts","Mobile camera",175,0,0
2023,"non_wearing_seatbelts","Mobile camera",184,0,0
2023,"non_wearing_seatbelts","Mobile camera",196,0,0
2023,"non_wearing_seatbelts","Mobile camera",220,0,0
2023,"non_wearing_seatbelts","Mobile camera",242,0,0
2023,"non_wearing_seatbelts","Mobile camera",250,0,0
2023,"non_wearing_seatbelts","Mobile camera",256,0,0
2023,"non_wearing_seatbelts","Mobile camera",271,0,0
2023,"non_wearing_seatbelts","Mobile camera",328,0,0
2023,"non_wearing_seatbelts","Mobile camera",353,0,0
2023,"non_wearing_seatbelts","Mobile camera",409,0,0
2023,"non_wearing_seatbelts","Mobile camera",431,0,0
2023,"non_wearing_seatbelts","Mobile camera",521,0,0
2023,"non_wearing_seatbelts","Mobile camera",524,0,0
2023,"non_wearing_seatbelts","Mobile camera",532,0,0
2023,"non_wearing_seatbelts","Mobile camera",572,0,0
2023,"non_wearing_seatbelts","Mobile camera",653,0,0
2023,"non_wearing_seatbelts","Mobile camera",765,0,0
2023,"non_wearing_seatbelts","Mobile camera",790,0,0
2023,"non_wearing_seatbelts","Mobile camera",895,0,0
2023,"non_wearing_seatbelts","Mobile camera",1094,0,0
2023,"non_wearing_seatbelts","Mobile camera",1150,0,0
2023,"non_wearing_seatbelts","Mobile camera",1313,0,0
2023,"non_wearing_seatbelts","Mobile camera",2466,0,0
2023,"non_wearing_seatbelts","Mobile camera",3357,0,0
2023,"non_wearing_seatbelts","Mobile camera",3816,0,0
2023,"non_wearing_seatbelts","Police issued",0,0,0
2023,"non_wearing_seatbelts","Police issued",0,0,0
2023,"non_wearing_seatbelts","Police issued",0,0,1
2023,"non_wearing_seatbelts","Police issued",1,0,0
2023,"non_wearing_seatbelts","Police issued",1,0,0
2023,"non_wearing_seatbelts","Police issued",1,0,1
2023,"non_wearing_seatbelts","Police issued",1,0,4
2023,"non_wearing_seatbelts","Police issued",1,0,5
2023,"non_wearing_seatbelts","Police issued",1,0,8
2023,"non_wearing_seatbelts","Police issued",1,1,7
2023,"non_wearing_seatbelts","Police issued",1,2,4
2023,"non_wearing_seatbelts","Police issued",2,0,0
2023,"non_wearing_seatbelts","Police issued",2,0,0
2023,"non_wearing_seatbelts","Police issued",2,0,1
2023,"non_wearing_seatbelts","Police issued",2,0,3
2023,"non_wearing_seatbelts","Police issued",2,0,5
2023,"non_wearing_seatbelts","Police issued",2,1,8
2023,"non_wearing_seatbelts","Police issued",2,1,9
2023,"non_wearing_seatbelts","Police issued",3,0,0
2023,"non_wearing_seatbelts","Police issued",3,0,0
2023,"non_wearing_seatbelts","Police issued",3,0,1
2023,"non_wearing_seatbelts","Police issued",3,2,10
2023,"non_wearing_seatbelts","Police issued",4,0,0
2023,"non_wearing_seatbelts","Police issued",4,0,0
2023,"non_wearing_seatbelts","Police issued",5,0,0
2023,"non_wearing_seatbelts","Police issued",5,0,0
2023,"non_wearing_seatbelts","Police issued",5,0,1
2023,"non_wearing_seatbelts","Police issued",5,0,4
2023,"non_wearing_seatbelts","Police issued",5,0,7
2023,"non_wearing_seatbelts","Police issued",6,0,0
2023,"non_wearing_seatbelts","Police issued",6,0,0
2023,"non_wearing_seatbelts","Police issued",6,0,2
2023,"non_wearing_seatbelts","Police issued",7,0,0
2023,"non_wearing_seatbelts","Police issued",7,0,0
2023,"non_wearing_seatbelts","Police issued",7,0,1
2023,"non_wearing_seatbelts","Police issued",8,0,0
2023,"non_wearing_seatbelts","Police issued",8,0,0
2023,"non_wearing_seatbelts","Police issued",8,0,2
2023,"non_wearing_seatbelts","Police issued",9,0,0
2023,"non_wearing_seatbelts","Police issued",9,0,0
2023,"non_wearing_seatbelts","Police issued",9,0,1
2023,"non_wearing_seatbelts","Police issued",9,0,2
2023,"non_wearing_seatbelts","Police issued",9,0,7
2023,"non_wearing_seatbelts","Police issued",9,0,8
2023,"non_wearing_seatbelts","Police issued",9,1,8
2023,"non_wearing_seatbelts","Police issued",9,2,17
2023,"non_wearing_seatbelts","Police issued",9,3,10
2023,"non_wearing_seatbelts","Police issued",10,0,0
2023,"non_wearing_seatbelts","Police issued",10,0,0
2023,"non_wearing_seatbelts","Police issued",10,0,1
2023,"non_wearing_seatbelts","Police issued",11,0,0
2023,"non_wearing_seatbelts","Police issued",11,0,0
2023,"non_wearing_seatbelts","Police issued",11,0,1
2023,"non_wearing_seatbelts","Police issued",11,0,3
2023,"non_wearing_seatbelts","Police issued",11,0,2
2023,"non_wearing_seatbelts","Police issued",12,0,0
2023,"non_wearing_seatbelts","Police issued",12,0,0
2023,"non_wearing_seatbelts","Police issued",12,0,4
2023,"non_wearing_seatbelts","Police issued",13,0,0
2023,"non_wearing_seatbelts","Police issued",13,0,0
2023,"non_wearing_seatbelts","Police issued",13,0,1
2023,"non_wearing_seatbelts","Police issued",13,0,2
2023,"non_wearing_seatbelts","Police issued",13,0,10
2023,"non_wearing_seatbelts","Police issued",14,0,0
2023,"non_wearing_seatbelts","Police issued",14,0,0
2023,"non_wearing_seatbelts","Police issued",14,0,1
2023,"non_wearing_seatbelts","Police issued",14,0,2
2023,"non_wearing_seatbelts","Police issued",14,1,4
2023,"non_wearing_seatbelts","Police issued",14,1,10
2023,"non_wearing_seatbelts","Police issued",15,0,0
2023,"non_wearing_seatbelts","Police issued",15,0,2
2023,"non_wearing_seatbelts","Police issued",16,0,0
2023,"non_wearing_seatbelts","Police issued",16,0,0
2023,"non_wearing_seatbelts","Police issued",16,0,1
2023,"non_wearing_seatbelts","Police issued",16,0,4
2023,"non_wearing_seatbelts","Police issued",17,0,0
2023,"non_wearing_seatbelts","Police issued",17,0,0
2023,"non_wearing_seatbelts","Police issued",17,0,1
2023,"non_wearing_seatbelts","Police issued",17,0,3
2023,"non_wearing_seatbelts","Police issued",18,0,0
2023,"non_wearing_seatbelts","Police issued",18,0,2
2023,"non_wearing_seatbelts","Police issued",18,0,4
2023,"non_wearing_seatbelts","Police issued",18,2,11
2023,"non_wearing_seatbelts","Police issued",18,2,12
2023,"non_wearing_seatbelts","Police issued",19,0,0
2023,"non_wearing_seatbelts","Police issued",19,0,0
2023,"non_wearing_seatbelts","Police issued",20,0,0
2023,"non_wearing_seatbelts","Police issued",20,0,0
2023,"non_wearing_seatbelts","Police issued",20,0,1
2023,"non_wearing_seatbelts","Police issued",21,0,0
2023,"non_wearing_seatbelts","Police issued",21,0,0
2023,"non_wearing_seatbelts","Police issued",22,0,0
2023,"non_wearing_seatbelts","Police issued",22,0,0
2023,"non_wearing_seatbelts","Police issued",22,0,1
2023,"non_wearing_seatbelts","Police issued",22,0,16
2023,"non_wearing_seatbelts","Police issued",22,1,10
2023,"non_wearing_seatbelts","Police issued",23,0,0
2023,"non_wearing_seatbelts","Police issued",23,0,0
2023,"non_wearing_seatbelts","Police issued",23,0,1
2023,"non_wearing_seatbelts","Police issued",24,0,0
2023,"non_wearing_seatbelts","Police issued",24,0,0
2023,"non_wearing_seatbelts","Police issued",24,0,1
2023,"non_wearing_seatbelts","Police issued",24,0,2
2023,"non_wearing_seatbelts","Police issued",25,0,0
2023,"non_wearing_seatbelts","Police issued",25,0,0
2023,"non_wearing_seatbelts","Police issued",25,0,2
2023,"non_wearing_seatbelts","Police issued",25,1,9
2023,"non_wearing_seatbelts","Police issued",25,1,10
2023,"non_wearing_seatbelts","Police issued",25,1,13
2023,"non_wearing_seatbelts","Police issued",26,0,0
2023,"non_wearing_seatbelts","Police issued",26,0,0
2023,"non_wearing_seatbelts","Police issued",26,0,1
2023,"non_wearing_seatbelts","Police issued",26,0,3
2023,"non_wearing_seatbelts","Police issued",26,2,9
2023,"non_wearing_seatbelts","Police issued",27,0,0
2023,"non_wearing_seatbelts","Police issued",27,0,0
2023,"non_wearing_seatbelts","Police issued",28,0,0
2023,"non_wearing_seatbelts","Police issued",28,0,0
2023,"non_wearing_seatbelts","Police issued",28,3,10
2023,"non_wearing_seatbelts","Police issued",29,0,0
2023,"non_wearing_seatbelts","Police issued",29,0,0
2023,"non_wearing_seatbelts","Police issued",29,0,3
2023,"non_wearing_seatbelts","Police issued",30,0,0
2023,"non_wearing_seatbelts","Police issued",31,0,0
2023,"non_wearing_seatbelts","Police issued",31,0,3
2023,"non_wearing_seatbelts","Police issued",31,1,17
2023,"non_wearing_seatbelts","Police issued",32,0,0
2023,"non_wearing_seatbelts","Police issued",32,0,1
2023,"non_wearing_seatbelts","Police issued",33,0,0
2023,"non_wearing_seatbelts","Police issued",33,0,1
2023,"non_wearing_seatbelts","Police issued",34,0,0
2023,"non_wearing_seatbelts","Police issued",34,0,1
2023,"non_wearing_seatbelts","Police issued",34,0,2
2023,"non_wearing_seatbelts","Police issued",34,5,11
2023,"non_wearing_seatbelts","Police issued",35,0,0
2023,"non_wearing_seatbelts","Police issued",36,0,0
2023,"non_wearing_seatbelts","Police issued",36,0,2
2023,"non_wearing_seatbelts","Police issued",37,0,0
2023,"non_wearing_seatbelts","Police issued",37,0,0
2023,"non_wearing_seatbelts","Police issued",38,0,0
2023,"non_wearing_seatbelts","Police issued",39,0,0
2023,"non_wearing_seatbelts","Police issued",39,4,23
2023,"non_wearing_seatbelts","Police issued",40,0,0
2023,"non_wearing_seatbelts","Police issued",40,0,0
2023,"non_wearing_seatbelts","Police issued",40,0,1
2023,"non_wearing_seatbelts","Police issued",40,2,11
2023,"non_wearing_seatbelts","Police issued",42,0,0
2023,"non_wearing_seatbelts","Police issued",42,0,0
2023,"non_wearing_seatbelts","Police issued",42,1,13
2023,"non_wearing_seatbelts","Police issued",43,0,0
2023,"non_wearing_seatbelts","Police issued",43,0,0
2023,"non_wearing_seatbelts","Police issued",43,0,2
2023,"non_wearing_seatbelts","Police issued",44,0,0
2023,"non_wearing_seatbelts","Police issued",44,0,0
2023,"non_wearing_seatbelts","Police issued",44,0,1
2023,"non_wearing_seatbelts","Police issued",45,0,0
2023,"non_wearing_seatbelts","Police issued",46,0,0
2023,"non_wearing_seatbelts","Police issued",46,0,2
2023,"non_wearing_seatbelts","Police issued",47,0,0
2023,"non_wearing_seatbelts","Police issued",47,0,2
2023,"non_wearing_seatbelts","Police issued",48,0,0
2023,"non_wearing_seatbelts","Police issued",48,0,0
2023,"non_wearing_seatbelts","Police issued",49,0,0
2023,"non_wearing_seatbelts","Police issued",51,0,0
2023,"non_wearing_seatbelts","Police issued",52,0,0
2023,"non_wearing_seatbelts","Police issued",53,0,0
2023,"non_wearing_seatbelts","Police issued",53,0,0
2023,"non_wearing_seatbelts","Police issued",54,0,0
2023,"non_wearing_seatbelts","Police issued",55,0,0
2023,"non_wearing_seatbelts","Police issued",56,0,0
2023,"non_wearing_seatbelts","Police issued",56,0,0
2023,"non_wearing_seatbelts","Police issued",56,0,3
2023,"non_wearing_seatbelts","Police issued",57,0,0
2023,"non_wearing_seatbelts","Police issued",57,0,0
2023,"non_wearing_seatbelts","Police issued",58,0,0
2023,"non_wearing_seatbelts","Police issued",59,0,0
2023,"non_wearing_seatbelts","Police issued",60,0,0
2023,"non_wearing_seatbelts","Police issued",61,0,0
2023,"non_wearing_seatbelts","Police issued",61,0,2
2023,"non_wearing_seatbelts","Police issued",62,0,0
2023,"non_wearing_seatbelts","Police issued",63,0,0
2023,"non_wearing_seatbelts","Police issued",63,0,1
2023,"non_wearing_seatbelts","Police issued",63,0,4
2023,"non_wearing_seatbelts","Police issued",64,0,0
2023,"non_wearing_seatbelts","Police issued",64,0,1
2023,"non_wearing_seatbelts","Police issued",65,0,0
2023,"non_wearing_seatbelts","Police issued",65,0,4
2023,"non_wearing_seatbelts","Police issued",66,0,0
2023,"non_wearing_seatbelts","Police issued",66,0,2
2023,"non_wearing_seatbelts","Police issued",67,0,0
2023,"non_wearing_seatbelts","Police issued",68,0,0
2023,"non_wearing_seatbelts","Police issued",69,0,0
2023,"non_wearing_seatbelts","Police issued",69,0,1
2023,"non_wearing_seatbelts","Police issued",69,0,2
2023,"non_wearing_seatbelts","Police issued",70,0,0
2023,"non_wearing_seatbelts","Police issued",70,0,4
2023,"non_wearing_seatbelts","Police issued",71,0,0
2023,"non_wearing_seatbelts","Police issued",71,0,3
2023,"non_wearing_seatbelts","Police issued",72,0,0
2023,"non_wearing_seatbelts","Police issued",72,0,0
2023,"non_wearing_seatbelts","Police issued",73,0,0
2023,"non_wearing_seatbelts","Police issued",73,0,2
2023,"non_wearing_seatbelts","Police issued",74,0,0
2023,"non_wearing_seatbelts","Police issued",75,0,0
2023,"non_wearing_seatbelts","Police issued",76,0,0
2023,"non_wearing_seatbelts","Police issued",77,0,0
2023,"non_wearing_seatbelts","Police issued",77,0,0
2023,"non_wearing_seatbelts","Police issued",78,0,3
2023,"non_wearing_seatbelts","Police issued",79,0,0
2023,"non_wearing_seatbelts","Police issued",80,0,0
2023,"non_wearing_seatbelts","Police issued",81,0,0
2023,"non_wearing_seatbelts","Police issued",82,0,0
2023,"non_wearing_seatbelts","Police issued",84,0,0
2023,"non_wearing_seatbelts","Police issued",84,0,1
2023,"non_wearing_seatbelts","Police issued",84,0,2
2023,"non_wearing_seatbelts","Police issued",84,0,4
2023,"non_wearing_seatbelts","Police issued",85,0,0
2023,"non_wearing_seatbelts","Police issued",85,0,2
2023,"non_wearing_seatbelts","Police issued",86,0,0
2023,"non_wearing_seatbelts","Police issued",87,0,2
2023,"non_wearing_seatbelts","Police issued",88,0,1
2023,"non_wearing_seatbelts","Police issued",89,0,0
2023,"non_wearing_seatbelts","Police issued",89,0,1
2023,"non_wearing_seatbelts","Police issued",90,0,0
2023,"non_wearing_seatbelts","Police issued",92,0,0
2023,"non_wearing_seatbelts","Police issued",92,0,3
2023,"non_wearing_seatbelts","Police issued",92,0,4
2023,"non_wearing_seatbelts","Police issued",94,0,2
2023,"non_wearing_seatbelts","Police issued",95,0,0
2023,"non_wearing_seatbelts","Police issued",96,0,0
2023,"non_wearing_seatbelts","Police issued",98,0,3
2023,"non_wearing_seatbelts","Police issued",99,0,0
2023,"non_wearing_seatbelts","Police issued",99,0,1
2023,"non_wearing_seatbelts","Police issued",101,0,0
2023,"non_wearing_seatbelts","Police issued",102,0,0
2023,"non_wearing_seatbelts","Police issued",104,0,6
2023,"non_wearing_seatbelts","Police issued",105,0,1
2023,"non_wearing_seatbelts","Police issued",108,0,3
2023,"non_wearing_seatbelts","Police issued",110,0,0
2023,"non_wearing_seatbelts","Police issued",111,0,2
2023,"non_wearing_seatbelts","Police issued",113,0,0
2023,"non_wearing_seatbelts","Police issued",113,0,3
2023,"non_wearing_seatbelts","Police issued",114,0,0
2023,"non_wearing_seatbelts","Police issued",115,0,6
2023,"non_wearing_seatbelts","Police issued",118,0,0
2023,"non_wearing_seatbelts","Police issued",122,0,0
2023,"non_wearing_seatbelts","Police issued",127,0,1
2023,"non_wearing_seatbelts","Police issued",128,0,2
2023,"non_wearing_seatbelts","Police issued",129,0,1
2023,"non_wearing_seatbelts","Police issued",132,0,0
2023,"non_wearing_seatbelts","Police issued",132,0,2
2023,"non_wearing_seatbelts","Police issued",132,0,4
2023,"non_wearing_seatbelts","Police issued",133,0,0
2023,"non_wearing_seatbelts","Police issued",134,0,0
2023,"non_wearing_seatbelts","Police issued",137,0,3
2023,"non_wearing_seatbelts","Police issued",137,0,4
2023,"non_wearing_seatbelts","Police issued",138,0,0
2023,"non_wearing_seatbelts","Police issued",140,0,0
2023,"non_wearing_seatbelts","Police issued",143,0,4
2023,"non_wearing_seatbelts","Police issued",144,0,0
2023,"non_wearing_seatbelts","Police issued",144,0,3
2023,"non_wearing_seatbelts","Police issued",148,0,9
2023,"non_wearing_seatbelts","Police issued",151,0,7
2023,"non_wearing_seatbelts","Police issued",154,0,0
2023,"non_wearing_seatbelts","Police issued",154,0,7
2023,"non_wearing_seatbelts","Police issued",155,0,0
2023,"non_wearing_seatbelts","Police issued",155,0,1
2023,"non_wearing_seatbelts","Police issued",155,0,4
2023,"non_wearing_seatbelts","Police issued",155,0,6
2023,"non_wearing_seatbelts","Police issued",157,0,0
2023,"non_wearing_seatbelts","Police issued",158,0,6
2023,"non_wearing_seatbelts","Police issued",158,0,7
2023,"non_wearing_seatbelts","Police issued",159,0,0
2023,"non_wearing_seatbelts","Police issued",159,0,4
2023,"non_wearing_seatbelts","Police issued",160,0,0
2023,"non_wearing_seatbelts","Police issued",161,0,0
2023,"non_wearing_seatbelts","Police issued",162,0,0
2023,"non_wearing_seatbelts","Police issued",171,0,2
2023,"non_wearing_seatbelts","Police issued",173,0,7
2023,"non_wearing_seatbelts","Police issued",178,0,0
2023,"non_wearing_seatbelts","Police issued",179,0,0
2023,"non_wearing_seatbelts","Police issued",185,0,0
2023,"non_wearing_seatbelts","Police issued",185,0,6
2023,"non_wearing_seatbelts","Police issued",186,0,11
2023,"non_wearing_seatbelts","Police issued",200,0,0
2023,"non_wearing_seatbelts","Police issued",216,0,6
2023,"non_wearing_seatbelts","Police issued",247,0,3
2023,"non_wearing_seatbelts","Police issued",280,0,6
2023,"non_wearing_seatbelts","Police issued",4164,0,0
2023,"speed_fines","Average speed camera",1,0,0
2023,"speed_fines","Average speed camera",2,0,0
2023,"speed_fines","Average speed camera",3,0,0
2023,"speed_fines","Average speed camera",5,0,0
2023,"speed_fines","Average speed camera",85,0,0
2023,"speed_fines","Average speed camera",90,0,0
2023,"speed_fines","Average speed camera",95,0,0
2023,"speed_fines","Average speed camera",97,0,0
2023,"speed_fines","Average speed camera",100,0,0
2023,"speed_fines","Average speed camera",104,0,0
2023,"speed_fines","Average speed camera",112,0,0
2023,"speed_fines","Average speed camera",113,0,0
2023,"speed_fines","Average speed camera",118,0,0
2023,"speed_fines","Average speed camera",123,0,0
2023,"speed_fines","Average speed camera",159,0,0
2023,"speed_fines","Average speed camera",180,0,0
2023,"speed_fines","Average speed camera",205,0,0
2023,"speed_fines","Average speed camera",213,0,0
2023,"speed_fines","Average speed camera",218,0,0
2023,"speed_fines","Average speed camera",228,0,0
2023,"speed_fines","Average speed camera",229,0,0
2023,"speed_fines","Average speed camera",243,0,0
2023,"speed_fines","Average speed camera",251,0,0
2023,"speed_fines","Average speed camera",264,0,0
