"YEAR","AGE_GROUP","FINES","ARRESTS","CHARGES"
2023,"26-39",98,2,8
2023,"26-39",99,0,0
2023,"26-39",99,0,1
2023,"26-39",100,0,0
2023,"26-39",100,2,11
2023,"26-39",101,100,661
2023,"26-39",102,0,0
2023,"26-39",103,2,10
2023,"26-39",104,0,0
2023,"26-39",105,0,1
2023,"26-39",106,0,260
2023,"26-39",106,0,337
2023,"26-39",107,0,0
2023,"26-39",108,0,0
2023,"26-39",108,0,3
2023,"26-39",114,2,6
2023,"26-39",114,2,7
2023,"26-39",115,0,0
2023,"26-39",115,3,13
2023,"26-39",118,0,280
2023,"26-39",121,0,0
2023,"26-39",121,3,6
2023,"26-39",123,0,0
2023,"26-39",124,0,0
2023,"26-39",126,0,0
2023,"26-39",127,0,1
2023,"26-39",129,0,1
2023,"26-39",131,0,0
2023,"26-39",131,0,618
2023,"26-39",132,0,0
2023,"26-39",132,0,4
2023,"26-39",133,0,0
2023,"26-39",136,0,0
2023,"26-39",139,0,0
2023,"26-39",140,0,0
2023,"26-39",141,1,5
2023,"26-39",142,0,0
2023,"26-39",144,0,3
2023,"26-39",146,0,0
2023,"26-39",147,0,0
2023,"26-39",148,0,0
2023,"26-39",148,0,671
2023,"26-39",151,0,7
2023,"26-39",152,0,0
2023,"26-39",152,0,661
2023,"26-39",152,0,744
2023,"26-39",154,0,0
2023,"26-39",154,0,7
2023,"26-39",155,0,0
2023,"26-39",155,0,1
2023,"26-39",155,0,611
2023,"26-39",156,2,8
2023,"26-39",157,0,0
2023,"26-39",158,0,0
2023,"26-39",158,0,6
2023,"26-39",158,0,7
2023,"26-39",158,0,692
2023,"26-39",159,0,0
2023,"26-39",160,0,0
2023,"26-39",161,0,0
2023,"26-39",162,0,0
2023,"26-39",169,0,0
2023,"26-39",170,0,0
2023,"26-39",171,0,0
2023,"26-39",173,0,0
2023,"26-39",173,0,7
2023,"26-39",175,0,670
2023,"26-39",177,0,0
2023,"26-39",178,0,0
2023,"26-39",179,0,0
2023,"26-39",180,0,0
2023,"26-39",182,0,0
2023,"26-39",184,0,0
2023,"26-39",185,0,0
2023,"26-39",185,0,6
2023,"26-39",186,0,11
2023,"26-39",187,0,0
2023,"26-39",190,0,667
2023,"26-39",194,0,0
2023,"26-39",197,0,0
2023,"26-39",198,0,717
2023,"26-39",200,0,0
2023,"26-39",203,0,0
2023,"26-39",206,0,0
2023,"26-39",207,0,0
2023,"26-39",209,0,0
2023,"26-39",212,0,746
2023,"26-39",213,0,0
2023,"26-39",214,0,773
2023,"26-39",216,0,6
2023,"26-39",218,0,0
2023,"26-39",219,0,0
2023,"26-39",221,0,0
2023,"26-39",222,0,0
2023,"26-39",224,0,0
2023,"26-39",225,0,0
2023,"26-39",228,0,0
2023,"26-39",228,76,126
2023,"26-39",229,0,0
2023,"26-39",230,72,168
2023,"26-39",231,0,0
2023,"26-39",234,0,0
2023,"26-39",234,0,800
2023,"26-39",236,66,137
2023,"26-39",239,0,0
2023,"26-39",239,44,176
2023,"26-39",239,58,131
2023,"26-39",241,0,0
2023,"26-39",246,0,0
2023,"26-39",247,0,0
2023,"26-39",247,0,3
2023,"26-39",248,0,0
2023,"26-39",249,0,0
2023,"26-39",251,0,0
2023,"26-39",251,59,132
2023,"26-39",252,0,0
2023,"26-39",253,0,0
2023,"26-39",253,65,151
2023,"26-39",259,48,152
2023,"26-39",260,0,0
2023,"26-39",261,0,0
2023,"26-39",266,0,0
2023,"26-39",268,0,0
2023,"26-39",269,0,0
2023,"26-39",270,0,0
2023,"26-39",275,0,0
2023,"26-39",275,63,160
2023,"26-39",276,0,0
2023,"26-39",276,46,155
2023,"26-39",278,0,0
2023,"26-39",280,0,0
2023,"26-39",280,0,6
2023,"26-39",288,0,0
2023,"26-39",289,66,175
2023,"26-39",290,0,12
2023,"26-39",293,0,0
2023,"26-39",295,0,0
2023,"26-39",297,0,0
2023,"26-39",298,0,8
2023,"26-39",299,0,0
2023,"26-39",301,0,0
2023,"26-39",302,0,0
2023,"26-39",302,0,2
2023,"26-39",306,0,0
2023,"26-39",311,69,170
2023,"26-39",313,0,0
2023,"26-39",315,0,0
2023,"26-39",316,0,0
2023,"26-39",316,0,6
2023,"26-39",326,0,0
2023,"26-39",328,0,0
2023,"26-39",335,0,6
2023,"26-39",336,0,7
2023,"26-39",337,0,0
2023,"26-39",338,0,0
2023,"26-39",346,0,0
2023,"26-39",347,0,0
2023,"26-39",349,0,0
2023,"26-39",352,0,0
2023,"26-39",353,0,0
2023,"26-39",356,0,3
2023,"26-39",379,0,0
2023,"26-39",384,0,0
2023,"26-39",384,0,6
2023,"26-39",385,0,0
2023,"26-39",393,0,0
2023,"26-39",400,0,0
2023,"26-39",401,0,7
2023,"26-39",404,0,0
2023,"26-39",405,0,0
2023,"26-39",405,0,5
2023,"26-39",409,0,0
2023,"26-39",419,0,0
2023,"26-39",423,0,0
2023,"26-39",423,0,10
2023,"26-39",426,0,0
2023,"26-39",427,0,8
2023,"26-39",432,0,0
2023,"26-39",440,0,0
2023,"26-39",442,0,9
2023,"26-39",462,0,0
2023,"26-39",463,0,0
2023,"26-39",465,0,0
2023,"26-39",469,0,7
2023,"26-39",471,0,0
2023,"26-39",480,0,0
2023,"26-39",489,0,10
2023,"26-39",502,0,0
2023,"26-39",504,0,0
2023,"26-39",504,0,17
2023,"26-39",505,0,0
2023,"26-39",505,0,4
2023,"26-39",507,0,0
2023,"26-39",515,0,0
2023,"26-39",517,0,18
2023,"26-39",518,0,0
2023,"26-39",520,0,0
2023,"26-39",520,0,8
2023,"26-39",523,0,4
2023,"26-39",528,0,0
2023,"26-39",532,0,0
2023,"26-39",539,0,18
2023,"26-39",540,0,1
2023,"26-39",545,0,0
2023,"26-39",550,0,0
2023,"26-39",553,0,2
2023,"26-39",562,0,1
2023,"26-39",562,0,16
2023,"26-39",565,0,0
2023,"26-39",570,0,6
2023,"26-39",575,0,5
2023,"26-39",576,0,3
2023,"26-39",580,0,18
2023,"26-39",581,0,0
2023,"26-39",584,0,0
2023,"26-39",586,0,0
2023,"26-39",592,0,0
2023,"26-39",604,0,0
2023,"26-39",605,0,1
2023,"26-39",608,0,0
2023,"26-39",631,0,0
2023,"26-39",639,0,0
2023,"26-39",646,0,0
2023,"26-39",649,0,0
2023,"26-39",653,0,0
2023,"26-39",654,0,0
2023,"26-39",657,0,1
2023,"26-39",661,0,0
2023,"26-39",665,0,0
2023,"26-39",681,0,0
2023,"26-39",686,0,0
2023,"26-39",692,0,6
2023,"26-39",708,0,0
2023,"26-39",710,0,1
2023,"26-39",711,0,2
2023,"26-39",718,0,0
2023,"26-39",736,0,21
2023,"26-39",741,0,0
2023,"26-39",753,0,0
2023,"26-39",763,0,3
2023,"26-39",790,0,0
2023,"26-39",818,0,0
2023,"26-39",830,0,0
2023,"26-39",854,0,0
2023,"26-39",860,0,0
2023,"26-39",875,0,0
2023,"26-39",876,0,0
2023,"26-39",881,0,0
2023,"26-39",885,0,0
2023,"26-39",892,0,0
2023,"26-39",893,0,0
2023,"26-39",895,0,0
2023,"26-39",903,0,0
2023,"26-39",972,0,0
2023,"26-39",982,0,0
2023,"26-39",1001,0,0
2023,"26-39",1001,0,0
2023,"26-39",1005,0,0
2023,"26-39",1059,0,0
2023,"26-39",1077,0,0
2023,"26-39",1083,0,0
2023,"26-39",1090,0,0
2023,"26-39",1102,0,0
2023,"26-39",1108,0,0
2023,"26-39",1115,3,12
2023,"26-39",1124,0,0
2023,"26-39",1128,0,0
2023,"26-39",1131,1,7
2023,"26-39",1140,0,0
2023,"26-39",1149,0,0
2023,"26-39",1154,0,0
2023,"26-39",1155,0,0
2023,"26-39",1158,0,0
2023,"26-39",1172,0,0
2023,"26-39",1172,3,7
2023,"26-39",1188,0,0
2023,"26-39",1189,0,0
2023,"26-39",1196,0,0
2023,"26-39",1200,0,0
2023,"26-39",1202,0,0
2023,"26-39",1209,0,0
2023,"26-39",1213,0,0
2023,"26-39",1215,0,0
2023,"26-39",1217,0,0
2023,"26-39",1229,0,0
2023,"26-39",1230,9,6
2023,"26-39",1234,0,0
2023,"26-39",1245,0,0
2023,"26-39",1247,0,0
2023,"26-39",1252,0,10
2023,"26-39",1270,4,8
2023,"26-39",1287,4,4
2023,"26-39",1304,0,0
2023,"26-39",1311,0,0
2023,"26-39",1311,2,12
2023,"26-39",1317,0,0
2023,"26-39",1328,3,6
2023,"26-39",1330,2,13
2023,"26-39",1360,0,0
2023,"26-39",1366,0,0
2023,"26-39",1379,0,0
2023,"26-39",1380,1,13
2023,"26-39",1386,0,0
2023,"26-39",1389,0,0
2023,"26-39",1408,0,0
2023,"26-39",1423,0,0
2023,"26-39",1425,0,11
2023,"26-39",1432,0,0
2023,"26-39",1449,0,0
2023,"26-39",1464,0,0
2023,"26-39",1466,0,0
2023,"26-39",1484,0,0
2023,"26-39",1495,0,0
2023,"26-39",1497,0,0
2023,"26-39",1511,0,0
2023,"26-39",1515,0,0
2023,"26-39",1524,0,0
2023,"26-39",1536,0,0
2023,"26-39",1549,0,0
2023,"26-39",1550,0,0
2023,"26-39",1568,0,0
2023,"26-39",1575,0,0
2023,"26-39",1581,0,0
2023,"26-39",1585,0,0
2023,"26-39",1591,0,0
2023,"26-39",1598,0,0
2023,"26-39",1609,0,0
2023,"26-39",1669,0,0
2023,"26-39",1672,0,0
2023,"26-39",1676,0,0
2023,"26-39",1694,0,24
2023,"26-39",1704,0,0
2023,"26-39",1740,0,0
2023,"26-39",1752,0,0
2023,"26-39",1768,0,0
2023,"26-39",1769,0,21
2023,"26-39",1819,0,36
2023,"26-39",1827,0,0
2023,"26-39",1829,0,0
2023,"26-39",1835,0,26
2023,"26-39",1836,0,0
2023,"26-39",1836,0,0
2023,"26-39",1853,0,0
2023,"26-39",1863,0,0
2023,"26-39",1885,0,0
2023,"26-39",1889,0,0
2023,"26-39",1892,0,11
2023,"26-39",1894,0,10
2023,"26-39",1913,0,0
2023,"26-39",1940,0,17
2023,"26-39",1944,0,0
2023,"26-39",1953,0,0
2023,"26-39",1971,0,0
2023,"26-39",1974,0,25
2023,"26-39",1989,0,20
2023,"26-39",1994,0,30
2023,"26-39",2022,0,0
2023,"26-39",2024,0,0
2023,"26-39",2051,0,14
2023,"26-39",2056,0,0
2023,"26-39",2071,0,0
2023,"26-39",2088,0,9
2023,"26-39",2112,0,12
2023,"26-39",2153,0,0
2023,"26-39",2153,0,26
2023,"26-39",2155,0,0
2023,"26-39",2223,0,0
2023,"26-39",2231,0,36
2023,"26-39",2247,0,20
2023,"26-39",2279,0,0
2023,"26-39",2290,0,0
2023,"26-39",2291,0,0
2023,"26-39",2305,0,0
2023,"26-39",2329,0,16
2023,"26-39",2343,0,0
2023,"26-39",2345,0,12
2023,"26-39",2386,0,11
2023,"26-39",2410,0,0
2023,"26-39",2428,0,10
2023,"26-39",2448,0,9
2023,"26-39",2458,0,0
2023,"26-39",2462,0,0
2023,"26-39",2494,0,10
2023,"26-39",2501,0,0
2023,"26-39",2514,0,0
2023,"26-39",2618,0,28
2023,"26-39",2652,0,0
2023,"26-39",2682,0,0
2023,"26-39",2791,0,44
2023,"26-39",2795,0,0
2023,"26-39",2876,0,0
2023,"26-39",2879,0,0
2023,"26-39",2950,0,0
2023,"26-39",2970,0,0
2023,"26-39",3087,0,0
2023,"26-39",3091,0,0
2023,"26-39",3212,0,0
2023,"26-39",3353,0,0
2023,"26-39",3463,0,0
2023,"26-39",3479,0,0
2023,"26-39",3494,0,0
2023,"26-39",3511,0,0
2023,"26-39",3557,0,0
2023,"26-39",3564,0,0
2023,"26-39",3579,0,0
2023,"26-39",3597,0,0
2023,"26-39",3611,0,0
2023,"26-39",3840,0,0
2023,"26-39",4272,0,0
2023,"26-39",8041,0,0
2023,"26-39",8418,0,0
2023,"26-39",8446,0,0
2023,"26-39",8560,0,0
2023,"26-39",8561,0,0
2023,"26-39",8718,0,0
2023,"26-39",8726,0,0
2023,"26-39",8754,0,0
2023,"26-39",8854,0,0
2023,"26-39",8967,0,0
2023,"26-39",9294,0,0
2023,"26-39",9321,0,0
2023,"26-39",9339,0,0
2023,"26-39",9352,0,0
2023,"26-39",9376,0,0
2023,"26-39",9500,0,0
2023,"26-39",9515,0,0
2023,"26-39",9869,0,0
2023,"26-39",10144,0,0
2023,"26-39",10154,0,0
2023,"26-39",10393,0,0
2023,"26-39",10464,0,0
2023,"26-39",10486,0,0
2023,"26-39",10596,0,0
2023,"26-39",11506,0,0
2023,"26-39",11589,0,0
2023,"26-39",11613,0,0
2023,"26-39",11843,0,0
2023,"26-39",12015,0,0
2023,"26-39",12026,0,0
2023,"26-39",12534,0,0
2023,"26-39",12743,0,0
2023,"26-39",13069,0,0
2023,"26-39",13870,0,0
2023,"26-39",14314,0,0
2023,"26-39",15185,0,0
2023,"40-64",0,0,1
2023,"40-64",0,0,2
2023,"40-64",0,0,3
2023,"40-64",0,0,5
2023,"40-64",0,0,6
2023,"40-64",0,0,7
2023,"40-64",0,0,8
2023,"40-64",0,0,0
2023,"40-64",1,0,0
2023,"40-64",1,0,0
2023,"40-64",1,0,1
2023,"40-64",1,0,2
2023,"40-64",1,0,3
2023,"40-64",1,0,10
2023,"40-64",1,0,0
2023,"40-64",1,3,10
2023,"40-64",2,0,0
2023,"40-64",2,0,0
2023,"40-64",2,0,7
2023,"40-64",2,0,8
2023,"40-64",2,0,9
2023,"40-64",2,0,37
2023,"40-64",2,0,0
2023,"40-64",2,4,12
2023,"40-64",3,0,0
2023,"40-64",3,0,0
2023,"40-64",3,0,7
2023,"40-64",3,0,46
2023,"40-64",3,0,0
2023,"40-64",3,3,11
2023,"40-64",3,3,20
2023,"40-64",3,5,12
2023,"40-64",4,0,0
2023,"40-64",4,0,0
2023,"40-64",4,0,27
2023,"40-64",4,0,0
2023,"40-64",4,6,33
2023,"40-64",5,0,0
2023,"40-64",5,0,0
2023,"40-64",5,0,46
2023,"40-64",5,0,0
2023,"40-64",6,0,0
2023,"40-64",6,0,0
2023,"40-64",6,0,22
2023,"40-64",6,0,24
2023,"40-64",6,0,46
2023,"40-64",6,0,0
2023,"40-64",6,1,2
2023,"40-64",6,4,13
2023,"40-64",7,0,0
2023,"40-64",7,0,0
2023,"40-64",7,0,54
2023,"40-64",7,0,0
2023,"40-64",7,1,10
2023,"40-64",7,3,13
2023,"40-64",8,0,0
2023,"40-64",8,0,0
2023,"40-64",8,0,24
2023,"40-64",8,0,52
2023,"40-64",8,0,0
2023,"40-64",8,8,22
2023,"40-64",8,13,33
2023,"40-64",9,0,0
2023,"40-64",9,0,0
2023,"40-64",9,0,45
2023,"40-64",10,0,0
2023,"40-64",10,0,0
2023,"40-64",10,0,44
2023,"40-64",10,0,0
2023,"40-64",11,0,0
2023,"40-64",11,0,0
2023,"40-64",11,0,23
2023,"40-64",12,0,0
2023,"40-64",12,0,0
2023,"40-64",12,0,46
2023,"40-64",13,0,0
2023,"40-64",13,0,1
2023,"40-64",13,0,2
2023,"40-64",13,0,53
2023,"40-64",14,0,0
2023,"40-64",14,0,1
2023,"40-64",14,0,52
2023,"40-64",14,0,63
2023,"40-64",15,0,0
2023,"40-64",15,0,0
2023,"40-64",15,0,48
2023,"40-64",16,0,0
2023,"40-64",16,0,0
2023,"40-64",16,0,49
2023,"40-64",16,0,55
2023,"40-64",17,0,0
2023,"40-64",18,0,0
2023,"40-64",18,0,0
2023,"40-64",18,0,2
2023,"40-64",19,0,0
2023,"40-64",19,0,0
2023,"40-64",19,0,28
2023,"40-64",20,0,0
2023,"40-64",20,0,0
2023,"40-64",20,0,42
2023,"40-64",21,0,0
2023,"40-64",22,0,0
2023,"40-64",22,0,0
2023,"40-64",23,0,0
2023,"40-64",23,0,0
2023,"40-64",23,0,1
2023,"40-64",24,0,0
2023,"40-64",25,0,0
2023,"40-64",25,0,52
2023,"40-64",25,0,57
2023,"40-64",26,0,0
2023,"40-64",26,0,0
2023,"40-64",26,0,1
2023,"40-64",27,0,0
2023,"40-64",28,0,0
2023,"40-64",28,0,0
2023,"40-64",28,0,1
2023,"40-64",29,0,0
2023,"40-64",29,0,0
2023,"40-64",29,0,3
2023,"40-64",30,0,0
2023,"40-64",30,0,0
2023,"40-64",31,0,0
2023,"40-64",31,0,128
2023,"40-64",32,0,0
2023,"40-64",33,0,0
2023,"40-64",33,0,0
2023,"40-64",34,0,0
2023,"40-64",34,0,0
2023,"40-64",34,0,2
2023,"40-64",35,0,0
2023,"40-64",35,0,0
2023,"40-64",35,0,2
2023,"40-64",36,0,0
2023,"40-64",36,0,0
2023,"40-64",36,0,2
2023,"40-64",37,0,0
2023,"40-64",38,0,0
2023,"40-64",38,0,0
2023,"40-64",39,0,0
2023,"40-64",40,0,0
2023,"40-64",40,0,0
2023,"40-64",40,0,1
2023,"40-64",41,0,0
2023,"40-64",42,0,0
2023,"40-64",42,0,0
2023,"40-64",42,0,1
2023,"40-64",43,0,1
2023,"40-64",43,0,5
2023,"40-64",43,26,291
2023,"40-64",44,0,0
2023,"40-64",44,0,0
2023,"40-64",44,0,1
2023,"40-64",44,24,309
2023,"40-64",45,0,0
2023,"40-64",45,31,325
2023,"40-64",46,0,0
2023,"40-64",46,19,306
2023,"40-64",47,0,0
2023,"40-64",47,0,0
2023,"40-64",48,0,0
2023,"40-64",48,0,119
2023,"40-64",48,37,347
2023,"40-64",49,0,0
2023,"40-64",49,22,303
2023,"40-64",49,26,311
2023,"40-64",50,0,1
2023,"40-64",50,37,317
2023,"40-64",51,0,0
2023,"40-64",51,0,0
2023,"40-64",52,0,0
2023,"40-64",52,0,185
2023,"40-64",53,0,0
2023,"40-64",53,0,0
2023,"40-64",54,0,0
2023,"40-64",54,21,270
2023,"40-64",55,0,0
2023,"40-64",55,0,0
2023,"40-64",55,0,177
2023,"40-64",55,0,184
2023,"40-64",55,29,322
2023,"40-64",56,0,0
2023,"40-64",56,0,0
2023,"40-64",56,0,3
2023,"40-64",57,0,0
2023,"40-64",57,0,160
2023,"40-64",57,0,164
2023,"40-64",58,0,0
2023,"40-64",58,0,150
2023,"40-64",59,0,0
2023,"40-64",59,0,0
2023,"40-64",60,0,0
2023,"40-64",60,0,0
2023,"40-64",60,0,168
2023,"40-64",61,0,0
2023,"40-64",61,0,0
2023,"40-64",61,0,2
2023,"40-64",62,0,0
2023,"40-64",62,0,146
2023,"40-64",62,0,158
2023,"40-64",62,40,325
2023,"40-64",63,0,0
2023,"40-64",63,0,1
2023,"40-64",64,0,0
2023,"40-64",64,0,176
2023,"40-64",65,0,0
2023,"40-64",65,0,4
2023,"40-64",66,0,2
2023,"40-64",67,0,0
2023,"40-64",68,0,0
2023,"40-64",69,0,1
2023,"40-64",70,0,0
2023,"40-64",70,0,0
2023,"40-64",71,0,0
2023,"40-64",72,0,0
2023,"40-64",72,41,375
2023,"40-64",73,0,0
2023,"40-64",73,0,2
2023,"40-64",74,0,0
2023,"40-64",74,0,0
2023,"40-64",74,0,212
2023,"40-64",77,0,0
2023,"40-64",77,0,0
2023,"40-64",79,0,0
2023,"40-64",80,0,0
2023,"40-64",81,0,0
2023,"40-64",81,0,0
2023,"40-64",82,0,0
2023,"40-64",84,0,1
2023,"40-64",85,0,0
2023,"40-64",86,0,0
2023,"40-64",87,0,2
2023,"40-64",89,0,0
2023,"40-64",90,0,0
2023,"40-64",91,0,414
2023,"40-64",91,0,460
2023,"40-64",92,0,0
2023,"40-64",94,0,0
2023,"40-64",95,0,0
2023,"40-64",96,0,0
2023,"40-64",98,0,0
2023,"40-64",98,0,388
2023,"40-64",98,0,464
2023,"40-64",99,0,0
2023,"40-64",100,0,0
2023,"40-64",101,0,0
2023,"40-64",102,0,0
2023,"40-64",102,0,0
2023,"40-64",102,0,442
2023,"40-64",103,0,0
2023,"40-64",104,0,6
2023,"40-64",106,0,0
2023,"40-64",107,0,0
2023,"40-64",109,0,416
2023,"40-64",110,0,0
2023,"40-64",110,0,0
2023,"40-64",110,0,413
2023,"40-64",111,0,0
2023,"40-64",111,0,2
2023,"40-64",112,0,437
2023,"40-64",113,0,0
2023,"40-64",113,0,449
2023,"40-64",114,0,0
2023,"40-64",115,0,6
2023,"40-64",116,0,0
2023,"40-64",117,0,0
2023,"40-64",118,0,0
2023,"40-64",120,0,0
2023,"40-64",121,0,0
2023,"40-64",122,0,0
2023,"40-64",123,0,0
2023,"40-64",124,0,1
2023,"40-64",125,0,0
2023,"40-64",126,0,0
2023,"40-64",128,0,2
2023,"40-64",130,0,0
2023,"40-64",131,0,0
2023,"40-64",132,0,0
2023,"40-64",132,0,2
2023,"40-64",132,0,508
2023,"40-64",133,0,0
2023,"40-64",134,0,0
2023,"40-64",134,0,454
2023,"40-64",135,0,0
2023,"40-64",136,0,0
2023,"40-64",137,0,3
2023,"40-64",138,0,0
2023,"40-64",139,0,0
2023,"40-64",140,0,0
2023,"40-64",142,0,0
2023,"40-64",144,0,0
2023,"40-64",146,0,0
2023,"40-64",146,0,0
2023,"40-64",148,0,0
2023,"40-64",152,0,0
2023,"40-64",154,0,541
2023,"40-64",155,0,6
2023,"40-64",159,0,4
2023,"40-64",160,0,0
2023,"40-64",166,0,0
2023,"40-64",170,0,0
2023,"40-64",171,0,0
2023,"40-64",171,0,2
2023,"40-64",175,0,0
2023,"40-64",177,0,0
2023,"40-64",179,0,0
2023,"40-64",187,0,0
2023,"40-64",195,0,4
2023,"40-64",198,0,0
2023,"40-64",200,0,4
2023,"40-64",203,34,119
2023,"40-64",204,29,150
2023,"40-64",206,0,0
2023,"40-64",207,0,0
2023,"40-64",208,39,149
2023,"40-64",209,36,129
2023,"40-64",209,46,140
2023,"40-64",212,38,144
2023,"40-64",212,40,138
2023,"40-64",220,0,0
2023,"40-64",220,45,176
2023,"40-64",223,0,6
2023,"40-64",225,0,5
2023,"40-64",227,0,3
2023,"40-64",230,34,158
2023,"40-64",237,0,2
2023,"40-64",238,0,0
2023,"40-64",238,33,181
2023,"40-64",244,0,0
2023,"40-64",245,0,0
2023,"40-64",247,0,0
2023,"40-64",249,35,199
2023,"40-64",249,39,142
2023,"40-64",250,0,0
2023,"40-64",257,0,2
2023,"40-64",258,0,0
2023,"40-64",259,0,0
2023,"40-64",260,0,2
2023,"40-64",261,0,0
2023,"40-64",262,0,0
2023,"40-64",267,0,2
2023,"40-64",288,0,0
2023,"40-64",291,0,0
2023,"40-64",292,0,0
2023,"40-64",296,0,0
2023,"40-64",301,0,0
2023,"40-64",303,0,4
2023,"40-64",308,0,0
2023,"40-64",315,0,0
2023,"40-64",318,0,0
2023,"40-64",322,0,0
2023,"40-64",325,0,0
2023,"40-64",329,0,0
2023,"40-64",333,0,0
2023,"40-64",333,0,4
2023,"40-64",342,0,0
2023,"40-64",351,0,0
2023,"40-64",360,0,0
2023,"40-64",364,0,0
2023,"40-64",365,0,0
2023,"40-64",368,0,0
2023,"40-64",372,0,0
2023,"40-64",378,0,0
2023,"40-64",380,0,0
2023,"40-64",381,0,0
2023,"40-64",382,0,0
2023,"40-64",390,0,0
2023,"40-64",392,0,0
2023,"40-64",397,0,0
2023,"40-64",403,0,0
2023,"40-64",405,0,0
2023,"40-64",406,0,0
2023,"40-64",412,0,0
2023,"40-64",417,0,0
2023,"40-64",418,0,0
2023,"40-64",425,0,0
2023,"40-64",435,0,0
2023,"40-64",438,0,0
2023,"40-64",445,0,0
2023,"40-64",450,0,0
2023,"40-64",455,0,0
2023,"40-64",468,0,0
2023,"40-64",469,0,0
2023,"40-64",469,0,11
2023,"40-64",476,0,0
2023,"40-64",489,0,0
2023,"40-64",490,0,0
2023,"40-64",498,0,0
2023,"40-64",504,0,0
2023,"40-64",505,0,0
2023,"40-64",521,0,0
2023,"40-64",523,0,0
2023,"40-64",525,0,9
2023,"40-64",532,0,0
2023,"40-64",536,0,0
2023,"40-64",536,0,8
2023,"40-64",537,0,8
2023,"40-64",539,0,5
2023,"40-64",544,0,0
2023,"40-64",546,0,0
2023,"40-64",547,0,0
2023,"40-64",551,0,0
2023,"40-64",552,0,0
2023,"40-64",553,0,2
2023,"40-64",554,0,0
2023,"40-64",556,0,0
2023,"40-64",558,0,0
2023,"40-64",579,0,0
2023,"40-64",582,0,0
2023,"40-64",589,0,0
2023,"40-64",592,0,0
2023,"40-64",596,0,0
2023,"40-64",598,0,3
2023,"40-64",608,0,0
2023,"40-64",609,0,0
2023,"40-64",618,0,0
2023,"40-64",623,0,0
2023,"40-64",624,0,1
2023,"40-64",630,0,6
2023,"40-64",631,0,0
2023,"40-64",640,0,7
2023,"40-64",642,0,6
2023,"40-64",647,0,0
2023,"40-64",655,0,0
2023,"40-64",656,0,12
2023,"40-64",662,0,1
2023,"40-64",671,0,0
2023,"40-64",673,0,0
2023,"40-64",675,0,3
2023,"40-64",675,0,9
2023,"40-64",700,0,0
2023,"40-64",702,0,0
2023,"40-64",710,0,0
2023,"40-64",712,0,2
2023,"40-64",715,0,0
2023,"40-64",725,0,0
2023,"40-64",740,0,0
2023,"40-64",746,0,0
2023,"40-64",759,0,2
2023,"40-64",765,0,0
2023,"40-64",770,0,0
2023,"40-64",779,0,1
2023,"40-64",794,0,0
2023,"40-64",794,0,3
2023,"40-64",809,0,0
2023,"40-64",812,0,1
2023,"40-64",814,0,0
2023,"40-64",821,0,2
2023,"40-64",834,0,7
2023,"40-64",863,0,1
2023,"40-64",904,0,0
2023,"40-64",954,0,0
2023,"40-64",981,0,0
2023,"40-64",1015,0,0
2023,"40-64",1067,0,0
2023,"40-64",1082,0,0
2023,"40-64",1094,0,0
2023,"40-64",1118,0,0
2023,"40-64",1150,0,0
2023,"40-64",1171,0,0
2023,"40-64",1175,0,0
2023,"40-64",1180,0,0
2023,"40-64",1193,0,0
2023,"40-64",1222,0,0
2023,"40-64",1246,0,0
2023,"40-64",1260,0,0
2023,"40-64",1263,0,0
2023,"40-64",1321,0,0
2023,"40-64",1330,0,0
2023,"40-64",1343,0,0
2023,"40-64",1344,0,0
2023,"40-64",1408,1,7
2023,"40-64",1417,0,0
2023,"40-64",1428,4,6
2023,"40-64",1441,1,8
2023,"40-64",1460,0,0
2023,"40-64",1503,0,11
2023,"40-64",1505,2,6
2023,"40-64",1520,0,0
2023,"40-64",1523,0,0
2023,"40-64",1541,0,0
2023,"40-64",1566,0,8
2023,"40-64",1584,0,19
2023,"40-64",1587,0,0
2023,"40-64",1589,0,13
2023,"40-64",1597,0,0
2023,"40-64",1614,0,0
2023,"40-64",1617,1,5
2023,"40-64",1624,0,0
2023,"40-64",1646,0,14
2023,"40-64",1646,4,10
2023,"40-64",1647,0,0
2023,"40-64",1652,0,0
2023,"40-64",1654,0,0
2023,"40-64",1660,0,0
2023,"40-64",1675,0,0
2023,"40-64",1677,0,0
2023,"40-64",1682,0,0
2023,"40-64",1685,0,0
2023,"40-64",1688,0,0
2023,"40-64",1692,0,0
2023,"40-64",1695,0,0
2023,"40-64",1698,0,11
2023,"40-64",1709,1,11
2023,"40-64",1711,7,9
2023,"40-64",1717,5,8
2023,"40-64",1719,0,0
2023,"40-64",1725,5,12
2023,"40-64",1728,0,0
2023,"40-64",1730,0,14
2023,"40-64",1740,0,0
2023,"40-64",1746,0,12
2023,"40-64",1749,0,0
2023,"40-64",1752,0,13
2023,"40-64",1753,0,0
2023,"40-64",1756,0,0
2023,"40-64",1764,0,0
2023,"40-64",1773,0,0
2023,"40-64",1796,0,0
2023,"40-64",1805,0,0
2023,"40-64",1808,0,0
2023,"40-64",1809,0,0
2023,"40-64",1812,0,11
2023,"40-64",1817,3,7
2023,"40-64",1836,0,0
2023,"40-64",1845,0,6
2023,"40-64",1854,0,0
2023,"40-64",1863,0,0
2023,"40-64",1903,0,0
2023,"40-64",1909,0,0
2023,"40-64",1916,0,0
2023,"40-64",1941,0,0
2023,"40-64",1943,0,0
