"JURISDICTION","LOCATION","FINES","ARRESTS"
"VIC","Major Cities of Australia",9869,0
"VIC","Major Cities of Australia",10154,0
"VIC","Major Cities of Australia",10208,0
"VIC","Major Cities of Australia",10282,0
"VIC","Major Cities of Australia",10464,0
"VIC","Major Cities of Australia",10486,0
"VIC","Major Cities of Australia",10596,0
"VIC","Major Cities of Australia",10639,0
"VIC","Major Cities of Australia",10968,0
"VIC","Major Cities of Australia",11040,0
"VIC","Major Cities of Australia",11578,0
"VIC","Major Cities of Australia",11589,0
"VIC","Major Cities of Australia",11839,0
"VIC","Major Cities of Australia",11843,0
"VIC","Major Cities of Australia",12217,0
"VIC","Major Cities of Australia",12743,0
"VIC","Major Cities of Australia",13208,0
"VIC","Major Cities of Australia",13235,0
"VIC","Major Cities of Australia",13279,0
"VIC","Major Cities of Australia",13468,0
"VIC","Major Cities of Australia",13688,0
"VIC","Major Cities of Australia",13780,0
"VIC","Major Cities of Australia",13962,0
"VIC","Major Cities of Australia",14316,0
"VIC","Major Cities of Australia",14350,0
"VIC","Major Cities of Australia",14497,0
"VIC","Major Cities of Australia",14530,0
"VIC","Major Cities of Australia",14749,0
"VIC","Major Cities of Australia",14791,0
"VIC","Major Cities of Australia",15228,0
"VIC","Major Cities of Australia",15282,0
"VIC","Major Cities of Australia",15372,0
"VIC","Major Cities of Australia",16073,0
"VIC","Major Cities of Australia",16204,0
"VIC","Major Cities of Australia",16348,0
"VIC","Major Cities of Australia",17210,0
"VIC","Major Cities of Australia",17654,0
"VIC","Major Cities of Australia",17925,0
"VIC","Major Cities of Australia",19526,0
"VIC","Major Cities of Australia",19952,0
"VIC","Major Cities of Australia",21120,0
"VIC","Outer Regional Australia",1,0
"VIC","Outer Regional Australia",2,0
"VIC","Outer Regional Australia",3,0
"VIC","Outer Regional Australia",4,0
"VIC","Outer Regional Australia",5,0
"VIC","Outer Regional Australia",6,0
"VIC","Outer Regional Australia",7,0
"VIC","Outer Regional Australia",8,0
"VIC","Outer Regional Australia",9,0
"VIC","Outer Regional Australia",10,0
"VIC","Outer Regional Australia",11,0
"VIC","Outer Regional Australia",12,0
"VIC","Outer Regional Australia",13,0
"VIC","Outer Regional Australia",14,0
"VIC","Outer Regional Australia",15,0
"VIC","Outer Regional Australia",16,0
"VIC","Outer Regional Australia",17,0
"VIC","Outer Regional Australia",18,0
"VIC","Outer Regional Australia",19,0
"VIC","Outer Regional Australia",20,0
"VIC","Outer Regional Australia",21,0
"VIC","Outer Regional Australia",22,0
"VIC","Outer Regional Australia",23,0
"VIC","Outer Regional Australia",24,0
"VIC","Outer Regional Australia",25,0
"VIC","Outer Regional Australia",26,0
"VIC","Outer Regional Australia",28,0
"VIC","Outer Regional Australia",29,0
"VIC","Outer Regional Australia",30,0
"VIC","Outer Regional Australia",33,0
"VIC","Outer Regional Australia",36,0
"VIC","Outer Regional Australia",53,0
"VIC","Outer Regional Australia",64,0
"VIC","Outer Regional Australia",65,0
"VIC","Outer Regional Australia",72,0
"VIC","Outer Regional Australia",73,0
"VIC","Outer Regional Australia",74,0
"VIC","Outer Regional Australia",75,0
"VIC","Outer Regional Australia",77,0
"VIC","Outer Regional Australia",81,0
"VIC","Outer Regional Australia",84,0
"VIC","Outer Regional Australia",85,0
"VIC","Outer Regional Australia",88,0
"VIC","Outer Regional Australia",89,0
"VIC","Outer Regional Australia",90,0
"VIC","Outer Regional Australia",97,0
"VIC","Outer Regional Australia",100,0
"VIC","Outer Regional Australia",101,0
"VIC","Outer Regional Australia",102,0
"VIC","Outer Regional Australia",103,0
"VIC","Outer Regional Australia",107,0
"VIC","Outer Regional Australia",109,0
"VIC","Outer Regional Australia",112,0
"VIC","Outer Regional Australia",123,0
"VIC","Outer Regional Australia",124,0
"VIC","Outer Regional Australia",127,0
"VIC","Outer Regional Australia",131,0
"VIC","Outer Regional Australia",141,0
"VIC","Outer Regional Australia",142,0
"VIC","Outer Regional Australia",159,0
"VIC","Outer Regional Australia",161,0
"VIC","Outer Regional Australia",186,0
"VIC","Outer Regional Australia",187,0
"VIC","Outer Regional Australia",200,0
"VIC","Outer Regional Australia",207,0
"VIC","Outer Regional Australia",218,0
"VIC","Outer Regional Australia",231,0
"VIC","Outer Regional Australia",238,0
"VIC","Outer Regional Australia",247,0
"VIC","Outer Regional Australia",251,0
"VIC","Outer Regional Australia",255,0
"VIC","Outer Regional Australia",261,0
"VIC","Outer Regional Australia",263,0
"VIC","Outer Regional Australia",268,0
"VIC","Outer Regional Australia",269,0
"VIC","Outer Regional Australia",276,0
"VIC","Outer Regional Australia",280,0
"VIC","Outer Regional Australia",283,0
"VIC","Outer Regional Australia",287,0
"VIC","Outer Regional Australia",288,0
"VIC","Outer Regional Australia",293,0
"VIC","Outer Regional Australia",295,0
"VIC","Outer Regional Australia",297,0
"VIC","Outer Regional Australia",299,0
"VIC","Outer Regional Australia",301,0
"VIC","Outer Regional Australia",302,0
"VIC","Outer Regional Australia",306,0
"VIC","Outer Regional Australia",308,0
"VIC","Outer Regional Australia",312,0
"VIC","Outer Regional Australia",314,0
"VIC","Outer Regional Australia",315,0
"VIC","Outer Regional Australia",316,0
"VIC","Outer Regional Australia",321,0
"VIC","Outer Regional Australia",322,0
"VIC","Outer Regional Australia",325,0
"VIC","Outer Regional Australia",326,0
"VIC","Outer Regional Australia",327,0
"VIC","Outer Regional Australia",328,0
"VIC","Outer Regional Australia",329,0
"VIC","Outer Regional Australia",331,0
"VIC","Outer Regional Australia",333,0
"VIC","Outer Regional Australia",337,0
"VIC","Outer Regional Australia",342,0
"VIC","Outer Regional Australia",345,0
"VIC","Outer Regional Australia",347,0
"VIC","Outer Regional Australia",360,0
"VIC","Outer Regional Australia",371,0
"VIC","Outer Regional Australia",376,0
"VIC","Outer Regional Australia",379,0
"VIC","Outer Regional Australia",380,0
"VIC","Outer Regional Australia",381,0
"VIC","Outer Regional Australia",384,0
"VIC","Outer Regional Australia",390,0
"VIC","Outer Regional Australia",393,0
"VIC","Outer Regional Australia",400,0
"VIC","Outer Regional Australia",403,0
"VIC","Outer Regional Australia",405,0
"VIC","Outer Regional Australia",417,0
"VIC","Outer Regional Australia",450,0
"VIC","Outer Regional Australia",469,0
"VIC","Outer Regional Australia",489,0
"VIC","Outer Regional Australia",490,0
"VIC","Outer Regional Australia",498,0
"VIC","Outer Regional Australia",505,0
"VIC","Outer Regional Australia",554,0
"VIC","Outer Regional Australia",556,0
"VIC","Outer Regional Australia",579,0
"VIC","Outer Regional Australia",596,0
"VIC","Outer Regional Australia",618,0
"VIC","Outer Regional Australia",647,0
"VIC","Outer Regional Australia",671,0
"VIC","Remote Australia",1,0
"VIC","Remote Australia",2,0
"VIC","Remote Australia",3,0
"VIC","Remote Australia",4,0
"VIC","Remote Australia",5,0
"VIC","Remote Australia",6,0
"VIC","Remote Australia",8,0
"VIC","Remote Australia",10,0
"VIC","Remote Australia",11,0
"VIC","Remote Australia",12,0
"VIC","Remote Australia",13,0
"VIC","Remote Australia",15,0
"VIC","Remote Australia",16,0
"VIC","Remote Australia",18,0
"VIC","Remote Australia",19,0
"VIC","Remote Australia",38,0
"WA","All regions",1856,0
"WA","All regions",2186,0
"WA","All regions",2804,0
"WA","All regions",4469,0
"WA","All regions",4909,0
"WA","All regions",5953,0
"WA","All regions",6346,0
"WA","All regions",7309,0
"WA","All regions",7889,0
"WA","All regions",10485,0
"WA","All regions",11705,0
"WA","All regions",11850,0
"WA","All regions",14377,0
"WA","All regions",14563,0
"WA","All regions",14804,0
"WA","All regions",14926,0
"WA","All regions",15957,0
"WA","All regions",16666,0
"WA","All regions",16718,0
"WA","All regions",17697,0
"WA","All regions",17822,0
"WA","All regions",67791,0
"WA","All regions",74843,0
"WA","All regions",100223,0
"WA","All regions",102262,0
"WA","All regions",107803,0
"WA","All regions",115534,0
"WA","All regions",228822,0
"WA","All regions",254858,0
"WA","All regions",300344,0
"WA","All regions",543491,0
"WA","All regions",558552,0
"WA","All regions",567954,0
"WA","All regions",573664,0
"WA","All regions",580734,0
"WA","All regions",588746,0
"WA","All regions",595363,0
"WA","All regions",646380,0
"WA","All regions",711518,0
"WA","All regions",734701,0
"WA","All regions",752276,0
"WA","All regions",775750,0
